top_category_name,middle_category_name,bottom_category_name,sub_category_name,image_src,brand,name,volume,price,discount_rate,rating,review_count,delivery_info,color_image_src,color_name,bedge,source_file,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/520/240216009024520.jpg?RS=450&SP=1&QT=20,ARENA,여성 핀턱 와이드 팬츠 S3FL1LP05CRM,S3FL1LP05CRM,"59,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/528/240216009024528.jpg?RS=450&SP=1&QT=20,ARENA,남성 라이트 기모 조거 팬츠 S3WM1LP07BLK,S3WM1LP07BLK,"77,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/526/240216009024526.jpg?RS=450&SP=1&QT=20,ARENA,남성 라이트 기모 조거 팬츠 S3WM1LP07DGN,S3WM1LP07DGN,"77,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/554/240216009024554.jpg?RS=450&SP=1&QT=20,ARENA,본딩 트리코트 트레이닝 하의 S3WC1SP07DNV,,"59,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/524/240216009024524.jpg?RS=450&SP=1&QT=20,ARENA,데님 라이크 팬츠 S3WC1LP06NVY,S3WC1LP06NVY,"59,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/910/231115007046910.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 조거팬츠 S3MC1LP02NBL,S3MC1LP02NBL,"51,000",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/896/231115007046896.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 조거팬츠 S3MC1LP02BLK,S3MC1LP02BLK,"51,000",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/518/240216009024518.jpg?RS=450&SP=1&QT=20,ARENA,남성 나일론 발수 팬츠 S3FM1LP04CRM,S3FM1LP04CRM,"59,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/502/240216009024502.jpg?RS=450&SP=1&QT=20,ARENA,남성 우븐 조거 팬츠 S3FM1LP02DGN,S3FM1LP02DGN,"59,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/504/240216009024504.jpg?RS=450&SP=1&QT=20,ARENA,남성 우븐 조거 팬츠 S3FM1LP02BLK,S3FM1LP02BLK,"59,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/538/240216009024538.jpg?RS=450&SP=1&QT=20,ARENA,여성 봄버 트레이닝 하의 S3FL1SP03BLK,S3FL1SP03BLK,"52,200",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/544/240216009024544.jpg?RS=450&SP=1&QT=20,ARENA,우븐 스트레치 하의 S3FC1SP02BGY,S3FC1SP02BGY,"65,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/676/231115007047676.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 트레이닝복 하의 S3MC1SP03CGY,S3MC1SP03CGY,"52,200",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/514/240216009024514.jpg?RS=450&SP=1&QT=20,ARENA,담보루 트레이닝 팬츠 S3FC1LP41NVY,S3FC1LP41NVY,"35,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/710/231115007046710.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 하프 팬츠 S3MC1HP02NVY,,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/508/240216009024508.jpg?RS=450&SP=1&QT=20,ARENA,담보루 트레이닝 팬츠 S3FC1LP41BLK,S3FC1LP41BLK,"35,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/759/231115007047759.jpg?RS=450&SP=1&QT=20,ARENA,담보루 기획 트레이닝 하의 S3SC1SP41NPK,,"35,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/717/231115007047717.jpg?RS=450&SP=1&QT=20,ARENA,메모리 트레이닝복 하의 S3SC1SP01BLK,S3SC1SP01BLK,"39,000",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/921/231115007046921.jpg?RS=450&SP=1&QT=20,ARENA,우븐 조거 팬츠 S3ML1LP04CGY,S3ML1LP04CGY,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/498/240216009024498.jpg?RS=450&SP=1&QT=20,ARENA,쿠션지 카고 조거 팬츠 S3FC1LP01BLK,S3FC1LP01BLK,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/070/231115007048070.jpg?RS=450&SP=1&QT=20,ARENA,여성 나일론 피치 트레이닝 하의 S3FL1SP06LVD,S3FL1SP06LVD,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/550/240216009024550.jpg?RS=450&SP=1&QT=20,ARENA,40수 쿠션 트레이닝 하의 S3FC1SP01BLK,S3FC1SP01BLK,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/530/240216009024530.jpg?RS=450&SP=1&QT=20,ARENA,담보루 기모 단품바지 S3WC1LP42CGY,S3WC1LP42CGY,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/823/231115007047823.jpg?RS=450&SP=1&QT=20,ARENA,메모리 트레이닝복 하의 S3SC1SP02NBL,S3SC1SP02NBL,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/705/231115007046705.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 하프 팬츠 S3MC1HP02BLK,S3MC1HP02BLK,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/836/231115007046836.jpg?RS=450&SP=1&QT=20,ARENA,밴딩 슬랙스 S3ML1LP06BEG,S3ML1LP06BEG,"44,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/054/231115007047054.jpg?RS=450&SP=1&QT=20,ARENA,메모리 조거팬츠 S3SC1LP01NPK,S3SC1LP01NPK,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/937/240216009021937.jpg?RS=450&SP=1&QT=20,ARENA,여성 패딩 레깅스 S3WL1LG02BLK,S3WL1LG02BLK,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/559/231017006614559.jpg?RS=450&SP=1&QT=20,ARENA,플렉시블 레깅스 S3SL1LG01BLK,S3SL1LG01BLK,"23,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/941/231115007046941.jpg?RS=450&SP=1&QT=20,ARENA,우븐 조거 팬츠 S3MM1LP03CGY,S3MM1LP03CGY,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/536/240216009024536.jpg?RS=450&SP=1&QT=20,ARENA,여성 나일론 피치 트레이닝 하의 S3FL1SP06BLK,S3FL1SP06BLK,"47,400",40%,5.0,1.0,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/777/231115007047777.jpg?RS=450&SP=1&QT=20,ARENA,캐치온 담보루 기획 하의 S3SC1SP42BLK,S3SC1SP42BLK,"35,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/005/231115007047005.jpg?RS=450&SP=1,ARENA,트리코트 미들 팬츠 S3MM1LP05NVY,S3MM1LP05NVY,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/864/231115007046864.jpg?RS=450&SP=1,ARENA,밴딩 슬랙스 S3ML1LP06BLK,S3ML1LP06BLK,"44,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/506/240216009024506.jpg?RS=450&SP=1,ARENA,베이직 트레이닝 팬츠 S3FC1LP08MGY,S3FC1LP08MGY,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/512/240216009024512.jpg?RS=450&SP=1,ARENA,베이직 트레이닝 팬츠 S3FC1LP08BLK,S3FC1LP08BLK,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/500/240216009024500.jpg?RS=450&SP=1,ARENA,쿠션지 카고 조거 팬츠 S3FC1LP01MGY,S3FC1LP01MGY,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/562/240216009024562.jpg?RS=450&SP=1,ARENA,카치온 기모 트레이닝 하의 S3WC1SP42CGY,S3WC1SP42CGY,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/532/240216009024532.jpg?RS=450&SP=1,ARENA,담보루 기모 단품바지 S3WC1LP42BLK,S3WC1LP42BLK,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/568/231017006614568.jpg?RS=450&SP=1,ARENA,우븐 레깅스 S3SL1LG02BLK,S3SL1LG02BLK,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/812/231115007047812.jpg?RS=450&SP=1&QT=20,ARENA,캐치온 담보루 기획 하의 S3SC1SP42MGY,S3SC1SP42MGY,"35,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/749/231115007047749.jpg?RS=450&SP=1&QT=20,ARENA,담보루 기획 트레이닝 하의 S3SC1SP41BLK,S3SC1SP41BLK,"35,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/856/231115007047856.jpg?RS=450&SP=1&QT=20,ARENA,메모리 트레이닝복 하의 S3SC1SP02OWT,,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/780/231115007046780.jpg?RS=450&SP=1&QT=20,ARENA,메모리 하프팬츠 S3MC1HP03GPN,S3MC1HP03GPN,"35,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/730/231115007046730.jpg?RS=450&SP=1&QT=20,ARENA,메모리 하프팬츠 S3MC1HP03BLK,S3MC1HP03BLK,"35,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/717/231115007046717.jpg?RS=450&SP=1&QT=20,ARENA,소로나 하프팬츠 S3MC1HP01OWT,,"35,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/028/231115007047028.jpg?RS=450&SP=1&QT=20,ARENA,메모리 조거팬츠 S3SC1LP01BLK,S3SC1LP01BLK,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/540/240216009024540.jpg?RS=450&SP=1&QT=20,ARENA,여성 나일론 피치 트레이닝 하의 S3FL1SP06BEG,S3FL1SP06BEG,"47,400",40%,5.0,1.0,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/534/240216009024534.jpg?RS=450&SP=1&QT=20,ARENA,여성 벨로아 트레이닝 하의 S3FL1SP05PKG,S3FL1SP05PKG,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/976/231115007046976.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 미들 팬츠 S3MM1LP05BLK,S3MM1LP05BLK,"41,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/954/231115007046954.jpg?RS=450&SP=1&QT=20,ARENA,우븐 조거 팬츠 S3MM1LP03GRY,S3MM1LP03GRY,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/510/240216009024510.jpg?RS=450&SP=1&QT=20,ARENA,여성 모달 조거 팬츠 S3FL1LP03BLK,S3FL1LP03BLK,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/812/231115007046812.jpg?RS=450&SP=1&QT=20,ARENA,쭈리 조거 팬츠 S3ML1LP07CRM,S3ML1LP07CRM,"44,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/794/231115007046794.jpg?RS=450&SP=1&QT=20,ARENA,쭈리 조거 팬츠 S3ML1LP07BLK,S3ML1LP07BLK,"44,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/173/231115007047173.jpg?RS=450&SP=1&QT=20,ARENA,여성 모달 조거 팬츠 S3FL1LP03BEG,S3FL1LP03BEG,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/s3/goods/org/560/240216009024560.jpg?RS=450&SP=1&QT=20,ARENA,담보루 트레이닝 하의 S3FC1SP41MGY,S3FC1SP41MGY,"35,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/933/231115007046933.jpg?RS=450&SP=1&QT=20,ARENA,우븐 조거 팬츠 S3ML1LP04ROS,S3ML1LP04ROS,"47,400",40%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/331/231017006619331.jpg?RS=450&SP=1&QT=20,ARENA,바이커 쇼츠 S3ML1LG03BLK,S3ML1LG03BLK,"23,400",40%,5.0,1.0,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/689/230424004798689.jpg?RS=450&SP=1&QT=20,HUIT,[위뜨] 원더플라이 레오파드 9부 레깅스,,"67,200",60%,,,,,,세일,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/650/230424004798650.jpg?RS=450&SP=1&QT=20,HUIT,[위뜨] 원더렉스 9부 밴드 레깅스 그레이,,"43,200",60%,,,,,,세일,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/703/230424004798703.jpg?RS=450&SP=1&QT=20,HUIT,[위뜨] 원더플라이 7부 레깅스 블랙,,"43,200",60%,,,,,,세일,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/606/231019006633606.jpg?RS=450&SP=1&QT=20,ARENA,팀라인 트레이닝복 하의 S2SC1SP02NVY,,"25,200",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/112/231019006633112.jpg?RS=450&SP=1&QT=20,ARENA,잠재권축사 트레이닝복 하의 S2SC1SP01GRY,S2SC1SP01GRY,"26,000",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/886/231019006632886.jpg?RS=450&SP=1&QT=20,ARENA,와펜 슬림 롱 팬츠 S2SC1LP07NVY,S2SC1LP07NVY,"31,600",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/826/231019006632826.jpg?RS=450&SP=1&QT=20,ARENA,잠재권축사 미들 팬츠 S2MM1LP03NVY,S2MM1LP03NVY,"27,600",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/962/231019006632962.jpg?RS=450&SP=1&QT=20,ARENA,본딩 단품 바지 S2WC1LP04NVY,S2WC1LP04NVY,"35,600",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/856/231019006632856.jpg?RS=450&SP=1&QT=20,ARENA,470 조거 팬츠 S2SC1LP06KHA,S2SC1LP06KHA,"23,600",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/795/231019006632795.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 미들 팬츠 S2ML1LP02NVY,S2ML1LP02NVY,"27,600",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/548/231017006614548.jpg?RS=450&SP=1&QT=20,ARENA,플렉시블 레깅스 S2SL1LG02GRY,S2SL1LG02GRY,"19,600",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/821/231019006632821.jpg?RS=450&SP=1&QT=20,ARENA,잠재권축사 미들 팬츠 S2MM1LP03GRY,S2MM1LP03GRY,"27,600",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/701/230424004798701.jpg?RS=450&SP=1&QT=20,HUIT,[위뜨] 원더플라이 7부 레깅스 잉크블루,,"43,200",60%,,,,,,세일,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/601/230424004798601.jpg?RS=450&SP=1&QT=20,HUIT,[위뜨] 원더렉스 9부 밴드 레깅스 다크오렌지,,"43,200",60%,,,,,,세일,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/652/231019006633652.jpg?RS=450&SP=1&QT=20,ARENA,본딩 기모 트레이닝 하의 S2WC1SP05BLK,S2WC1SP05BLK,"35,600",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/643/231019006633643.jpg?RS=450&SP=1&QT=20,ARENA,하이브리드 트레이닝 하의 S2WM1SP06BLK,S2WM1SP06BLK,"33,200",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/784/231019006632784.jpg?RS=450&SP=1&QT=20,ARENA,퍼포먼스 롱 팬츠 S2SM1LP51BLK,S2SM1LP51BLK,"43,600",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,여성의류,하의,https://image.sivillage.com/upload/C00001/goods/org/593/231019006633593.jpg?RS=450&SP=1&QT=20,ARENA,팀라인 트레이닝복 하의 S2SC1SP02KHA,,"25,200",60%,,,,,,,하의.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/053/240829029779053.jpg?RS=450&SP=1,NIKE,나이키 축구화 음바페 줌 머큐리얼 베이퍼 16 엘리트 KM FG (FQ8683-800),FG,"344,000",14%,,,신규입고,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/057/240829029779057.jpg?RS=450&SP=1,NIKE,나이키 축구화 음바페 줌 머큐리얼 슈퍼플라이 10 엘리트 KM FG (FQ8692-800),FG,"358,000",14%,,,신규입고,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/040/240903030375040.jpg?RS=450&SP=1,CELINE,셀린느 남성 블랙 러닝화 361494644C 38AB,,"1,531,440",29%,,,신규입고,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/034/240820028342034.jpg?RS=450&SP=1,ADIDAS,아디다스 런닝화 아디제로 아디오스 프로 3 M (IG6439),(IG6439),"323,500",15%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/832/240820028341832.jpg?RS=450&SP=1&QT=20,MIZUNO,미즈노 축구화 모렐리아 2 엘리트 MD 캥거루가죽 (P1GA2412-25),(P1GA2412-25),"201,000",14%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/826/240820028341826.jpg?RS=450&SP=1&QT=20,MIZUNO,미즈노 축구화 모렐리아 2 JAPAN MD 캥거루가죽 (P1GA2401-25),(P1GA2401-25),"270,500",14%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/129/240816027918129.jpg?RS=450&SP=1&QT=20,ADIDAS,아디다스 축구화 프레데터 엘리트 FT FG (IF6445),FG,"417,500",15%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/140/240813027507140.jpg?RS=450&SP=1&QT=20,ADIDAS,아디다스 축구화 프레데터 엘리트 FT FG (IF6444),FG,"417,500",15%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/561/240516017148561.jpg?RS=450&SP=1&QT=20,ARC`TERYX,[SS24]노반 SL 3 남성,SL,"275,500",5%,5.0,1.0,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/040/240903030374040.jpg?RS=450&SP=1&QT=20,BALENCIAGA,발렌시아가 남성 그레이 러닝화 734734W3XL49710,734734W3XL49710,"1,218,810",37%,,,신규입고,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/623/240901030186623.jpg?RS=450&SP=1&QT=20,GOLDEN GOOSE,골든구스 남성 네이비 RUNNING DAD 러닝화 GMF00199_F00327090282,RUNNING,"780,640",31%,,,신규입고,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/140/240902030275140.jpg?RS=450&SP=1&QT=20,VALENTINO,발렌티노 가라바니 남성 화이트 Easyjog 러닝화 5Y2S0I25MCHZH1,Easyjog,"1,497,530",15%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/574/240903030376574.jpg?RS=450&SP=1&QT=20,VALENTINO,발렌티노 가라바니 남성 화이트 Easyjog 러닝화 5Y2S0I25MCHZGZ,Easyjog,"1,497,530",15%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/911/240805026212911.jpg?RS=450&SP=1&QT=20,MIZUNO,미즈노 모렐리아 네오 4 JAPAN MD 캥거루가죽 축구화 (P1GA2430-25),(P1GA2430-25),"299,500",14%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/913/240805026212913.jpg?RS=450&SP=1&QT=20,MIZUNO,미즈노 모렐리아 네오 4 베타 JAPAN MD 캥거루가죽 축구화 (P1GA2440-25),(P1GA2440-25),"328,500",14%,5.0,1.0,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/goods/org/566/231102006893566.jpg?RS=450&SP=1&QT=20,MIZUNO,미즈노 축구화 풋살화 모렐리아 네오 살라 베타 JAPAN TF (Q1GB2290-03),(Q1GB2290-03),"254,000",14%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/096/240614021185096.jpg?RS=450&SP=1&QT=20,MIZUNO,미즈노 축구화 풋살화 모렐리아 네오 살라 베타 JAPAN TF 캥거루가죽 (Q1GB2410-03),(Q1GB2410-03),"231,000",14%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/283/240205008782283.jpg?RS=450&SP=1&QT=20,MIZUNO,미즈노 축구화 모렐리아 네오 IV JAPAN (P1GA2430-45),(P1GA2430-45),"283,000",19%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/271/240419014256271.jpg?RS=450&SP=1&QT=20,NIKE,나이키 축구화 티엠포 에메랄드 레전드 10 엘리트 FG 30주년 (FQ3247-300),FG,"315,500",20%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/906/240722025091906.jpg?RS=450&SP=1&QT=20,NIKE,나이키 축구화 줌 머큐리얼 슈퍼플라이 10 엘리트 FG (FQ1454-400),FG,"336,000",14%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/445/240509016222445.jpg?RS=450&SP=1&QT=20,NIKE,나이키 축구화 팬텀 루나 2 엘리트 AS FG (FN6922-001),FG,"327,500",19%,,,,,,,남성용.csv,
스포츠/레저,러닝/사이클,러닝화,남성용,https://image.sivillage.com/upload/C00001/s3/goods/org/235/240726025409235.jpg?RS=450&SP=1&QT=20,NIKE,나이키 축구화 팬텀 GX 2 엘리트 FG (FJ2559-400),GX,"336,000",14%,,,,,,,남성용.csv,
